Voltage,Current,RPM,Torque
129,8.333333333333334,1305.4799999999998,7.833333333333333
130,8.397932816537468,1315.6,7.894056847545219
131,8.462532299741602,1325.7199999999998,7.954780361757106
132,8.527131782945736,1335.84,8.01550387596899
133,8.591731266149871,1345.9599999999998,8.076227390180879
134,8.656330749354005,1356.08,8.136950904392764
135,8.720930232558139,1366.1999999999998,8.19767441860465
136,8.785529715762273,1376.32,8.258397932816536
137,8.850129198966409,1386.4399999999998,8.319121447028424
138,8.914728682170542,1396.56,8.379844961240309
139,8.979328165374676,1406.6799999999998,8.440568475452196
140,9.04392764857881,1416.8,8.50129198966408
141,9.108527131782946,1426.9199999999998,8.562015503875969
142,9.17312661498708,1437.04,8.622739018087854
143,9.237726098191214,1447.1599999999999,8.68346253229974
144,9.30232558139535,1457.28,8.744186046511627
145,9.366925064599483,1467.3999999999999,8.804909560723514
146,9.431524547803617,1477.52,8.865633074935399
147,9.496124031007751,1487.6399999999999,8.926356589147286
148,9.560723514211887,1497.76,8.987080103359173
149,9.62532299741602,1507.8799999999999,9.04780361757106
150,9.689922480620154,1517.9999999999998,9.108527131782944
151,9.754521963824288,1528.12,9.16925064599483
152,9.819121447028424,1538.2399999999998,9.229974160206718
153,9.883720930232558,1548.36,9.290697674418604
154,9.948320413436692,1558.4799999999998,9.35142118863049
155,10.012919896640826,1568.6,9.412144702842376
156,10.077519379844961,1578.7199999999998,9.472868217054263
157,10.142118863049095,1588.84,9.53359173126615
158,10.20671834625323,1598.9599999999998,9.594315245478034
159,10.271317829457365,1609.08,9.655038759689923
160,10.335917312661499,1619.1999999999998,9.715762273901808
161,10.400516795865633,1629.32,9.776485788113694
162,10.465116279069766,1639.4399999999998,9.83720930232558
163,10.529715762273902,1649.56,9.897932816537468
164,10.594315245478036,1659.6799999999998,9.958656330749353
165,10.65891472868217,1669.8,10.01937984496124
166,10.723514211886304,1679.9199999999998,10.080103359173124
167,10.78811369509044,1690.04,10.140826873385013
168,10.852713178294573,1700.1599999999999,10.201550387596898
169,10.917312661498707,1710.28,10.262273901808785
170,10.981912144702843,1720.3999999999999,10.322997416020671
171,11.046511627906977,1730.5199999999998,10.383720930232558
172,11.11111111111111,1740.6399999999999,10.444444444444443
173,11.175710594315245,1750.7599999999998,10.50516795865633
174,11.24031007751938,1760.8799999999999,10.565891472868216
175,11.304909560723514,1770.9999999999998,10.626614987080103
176,11.369509043927648,1781.12,10.687338501291988
177,11.434108527131782,1791.2399999999998,10.748062015503875
178,11.498708010335918,1801.36,10.808785529715761
179,11.563307493540051,1811.4799999999998,10.869509043927648
180,11.627906976744185,1821.6,10.930232558139533
181,11.69250645994832,1831.7199999999998,10.99095607235142
182,11.757105943152455,1841.84,11.051679586563306
183,11.821705426356589,1851.9599999999998,11.112403100775193
184,11.886304909560723,1862.08,11.173126614987078
185,11.950904392764858,1872.1999999999998,11.233850129198967
186,12.015503875968992,1882.32,11.294573643410851
187,12.080103359173126,1892.4399999999998,11.355297157622738
188,12.14470284237726,1902.56,11.416020671834623
189,12.209302325581396,1912.6799999999998,11.476744186046512
190,12.27390180878553,1922.8,11.537467700258397
191,12.338501291989663,1932.9199999999998,11.598191214470283
192,12.403100775193797,1943.04,11.658914728682168
193,12.467700258397933,1953.1599999999999,11.719638242894057
194,12.532299741602067,1963.2799999999997,11.780361757105942
195,12.5968992248062,1973.3999999999999,11.841085271317828
196,12.661498708010335,1983.5199999999998,11.901808785529713
197,12.72609819121447,1993.6399999999999,11.962532299741602
198,12.790697674418604,2003.7599999999998,12.023255813953487
199,12.855297157622738,2013.8799999999999,12.083979328165373
200,12.919896640826874,2023.9999999999998,12.14470284237726
201,12.984496124031008,2034.12,12.205426356589147
202,13.049095607235142,2044.2399999999998,12.266149870801032
203,13.113695090439276,2054.3599999999997,12.326873385012918
204,13.178294573643411,2064.48,12.387596899224805
205,13.242894056847545,2074.6,12.448320413436692
206,13.307493540051679,2084.72,12.509043927648577
207,13.372093023255813,2094.8399999999997,12.569767441860463
208,13.436692506459949,2104.96,12.63049095607235
209,13.501291989664082,2115.08,12.691214470284237
210,13.565891472868216,2125.2,12.751937984496122
211,13.63049095607235,2135.3199999999997,12.812661498708009
212,13.695090439276486,2145.44,12.873385012919895
213,13.75968992248062,2155.56,12.934108527131782
214,13.824289405684754,2165.68,12.994832041343667
215,13.88888888888889,2175.7999999999997,13.055555555555555
216,13.953488372093023,2185.9199999999996,13.11627906976744
217,14.018087855297157,2196.04,13.177002583979327
218,14.082687338501291,2206.16,13.237726098191212
219,14.147286821705427,2216.2799999999997,13.2984496124031
220,14.21188630490956,2226.3999999999996,13.359173126614985
221,14.276485788113694,2236.52,13.419896640826872
222,14.341085271317828,2246.64,13.480620155038757
223,14.405684754521964,2256.7599999999998,13.541343669250645
224,14.470284237726098,2266.8799999999997,13.60206718346253
225,14.534883720930232,2277.0,13.662790697674417
226,14.599483204134367,2287.12,13.723514211886304
227,14.664082687338501,2297.24,13.78423772609819
228,14.728682170542635,2307.3599999999997,13.844961240310075
229,14.793281653746769,2317.48,13.905684754521962
230,14.857881136950905,2327.6,13.966408268733849
231,14.922480620155039,2337.72,14.027131782945736
232,14.987080103359173,2347.8399999999997,14.08785529715762
233,15.051679586563306,2357.96,14.148578811369507
234,15.116279069767442,2368.08,14.209302325581394
235,15.180878552971576,2378.2,14.27002583979328
236,15.24547803617571,2388.3199999999997,14.330749354005166
237,15.310077519379844,2398.4399999999996,14.391472868217052
238,15.37467700258398,2408.56,14.452196382428939
239,15.439276485788113,2418.68,14.512919896640826
240,15.503875968992247,2428.7999999999997,14.57364341085271
241,15.568475452196383,2438.9199999999996,14.6343669250646
242,15.633074935400517,2449.04,14.695090439276484
243,15.69767441860465,2459.16,14.75581395348837
244,15.762273901808785,2469.2799999999997,14.816537467700257
245,15.82687338501292,2479.3999999999996,14.877260981912144
246,15.891472868217054,2489.52,14.93798449612403
247,15.956072351421188,2499.64,14.998708010335916
248,16.020671834625322,2509.7599999999998,15.059431524547803
249,16.085271317829456,2519.8799999999997,15.120155038759687
250,16.14987080103359,2530.0,15.180878552971574
251,16.214470284237727,2540.12,15.241602067183463
252,16.27906976744186,2550.24,15.302325581395348
253,16.343669250645995,2560.3599999999997,15.363049095607234
254,16.40826873385013,2570.48,15.423772609819121
255,16.472868217054263,2580.6,15.484496124031006
256,16.537467700258397,2590.72,15.545219638242893
257,16.60206718346253,2600.8399999999997,15.605943152454778
258,16.666666666666668,2610.9599999999996,15.666666666666666
259,16.7312661498708,2621.08,15.727390180878553
260,16.795865633074936,2631.2,15.788113695090438
261,16.86046511627907,2641.3199999999997,15.848837209302324
262,16.925064599483203,2651.4399999999996,15.909560723514211
263,16.989664082687337,2661.56,15.970284237726096
264,17.05426356589147,2671.68,16.03100775193798
265,17.118863049095605,2681.7999999999997,16.091731266149868
266,17.183462532299743,2691.9199999999996,16.152454780361758
267,17.248062015503876,2702.04,16.213178294573645
268,17.31266149870801,2712.16,16.273901808785528
269,17.377260981912144,2722.2799999999997,16.334625322997415
270,17.441860465116278,2732.3999999999996,16.3953488372093
271,17.506459948320412,2742.52,16.456072351421188
272,17.571059431524546,2752.64,16.51679586563307
273,17.635658914728683,2762.7599999999998,16.57751937984496
274,17.700258397932817,2772.8799999999997,16.638242894056848
275,17.76485788113695,2783.0,16.698966408268735
276,17.829457364341085,2793.12,16.759689922480618
277,17.89405684754522,2803.24,16.820413436692505
278,17.958656330749353,2813.3599999999997,16.88113695090439
279,18.023255813953487,2823.4799999999996,16.941860465116278
280,18.08785529715762,2833.6,17.00258397932816
281,18.152454780361758,2843.72,17.06330749354005
282,18.217054263565892,2853.8399999999997,17.124031007751938
283,18.281653746770026,2863.9599999999996,17.184754521963825
284,18.34625322997416,2874.08,17.245478036175708
285,18.410852713178294,2884.2,17.306201550387595
286,18.475452196382427,2894.3199999999997,17.36692506459948
287,18.54005167958656,2904.4399999999996,17.427648578811368
288,18.6046511627907,2914.56,17.488372093023255
289,18.669250645994833,2924.68,17.54909560723514
290,18.733850129198967,2934.7999999999997,17.60981912144703
291,18.7984496124031,2944.9199999999996,17.670542635658915
292,18.863049095607234,2955.04,17.731266149870798
293,18.927648578811368,2965.16,17.791989664082685
294,18.992248062015502,2975.2799999999997,17.85271317829457
295,19.056847545219636,2985.3999999999996,17.91343669250646
296,19.121447028423773,2995.52,17.974160206718345
297,19.186046511627907,3005.64,18.03488372093023
298,19.25064599483204,3015.7599999999998,18.09560723514212
299,19.315245478036175,3025.8799999999997,18.156330749354005
300,19.37984496124031,3035.9999999999995,18.21705426356589
301,19.444444444444443,3046.12,18.277777777777775
302,19.509043927648577,3056.24,18.33850129198966
303,19.573643410852714,3066.3599999999997,18.399224806201552
304,19.638242894056848,3076.4799999999996,18.459948320413435
305,19.702842377260982,3086.6,18.520671834625322
306,19.767441860465116,3096.72,18.58139534883721
307,19.83204134366925,3106.8399999999997,18.642118863049095
308,19.896640826873384,3116.9599999999996,18.70284237726098
309,19.961240310077518,3127.08,18.763565891472865
310,20.02583979328165,3137.2,18.824289405684752
311,20.09043927648579,3147.3199999999997,18.885012919896642
312,20.155038759689923,3157.4399999999996,18.945736434108525
313,20.219638242894057,3167.56,19.006459948320412
314,20.28423772609819,3177.68,19.0671834625323
315,20.348837209302324,3187.7999999999997,19.127906976744185
316,20.41343669250646,3197.9199999999996,19.18863049095607
317,20.478036175710592,3208.04,19.249354005167955
318,20.54263565891473,3218.16,19.310077519379846
319,20.607235142118864,3228.2799999999997,19.370801033591732
320,20.671834625322997,3238.3999999999996,19.431524547803615
321,20.73643410852713,3248.5199999999995,19.492248062015502
322,20.801033591731265,3258.64,19.55297157622739
323,20.8656330749354,3268.7599999999998,19.613695090439276
324,20.930232558139533,3278.8799999999997,19.67441860465116
325,20.99483204134367,3288.9999999999995,19.73514211886305
326,21.059431524547804,3299.12,19.795865633074936
327,21.124031007751938,3309.24,19.856589147286822
328,21.188630490956072,3319.3599999999997,19.917312661498705
329,21.253229974160206,3329.4799999999996,19.978036175710592
330,21.31782945736434,3339.6,20.03875968992248
331,21.382428940568474,3349.72,20.099483204134366
332,21.447028423772608,3359.8399999999997,20.16020671834625
333,21.511627906976745,3369.9599999999996,20.22093023255814
334,21.57622739018088,3380.08,20.281653746770026
335,21.640826873385013,3390.2,20.342377260981912
336,21.705426356589147,3400.3199999999997,20.403100775193796
337,21.77002583979328,3410.4399999999996,20.463824289405682
338,21.834625322997415,3420.56,20.52454780361757
339,21.89922480620155,3430.68,20.585271317829456
340,21.963824289405686,3440.7999999999997,20.645994832041342
341,22.02842377260982,3450.9199999999996,20.70671834625323
342,22.093023255813954,3461.0399999999995,20.767441860465116
343,22.157622739018088,3471.16,20.828165374677003
344,22.22222222222222,3481.2799999999997,20.888888888888886
345,22.286821705426355,3491.3999999999996,20.949612403100772
346,22.35142118863049,3501.5199999999995,21.01033591731266
347,22.416020671834623,3511.64,21.071059431524546
348,22.48062015503876,3521.7599999999998,21.131782945736433
349,22.545219638242894,3531.8799999999997,21.19250645994832
350,22.60981912144703,3541.9999999999995,21.253229974160206
351,22.674418604651162,3552.12,21.313953488372093
352,22.739018087855296,3562.24,21.374677002583976
353,22.80361757105943,3572.3599999999997,21.435400516795863
354,22.868217054263564,3582.4799999999996,21.49612403100775
355,22.9328165374677,3592.6,21.55684754521964
356,22.997416020671835,3602.72,21.617571059431523
357,23.06201550387597,3612.8399999999997,21.67829457364341
358,23.126614987080103,3622.9599999999996,21.739018087855296
359,23.191214470284237,3633.08,21.799741602067183
360,23.25581395348837,3643.2,21.860465116279066
361,23.320413436692505,3653.3199999999997,21.921188630490953
362,23.38501291989664,3663.4399999999996,21.98191214470284
363,23.449612403100776,3673.5599999999995,22.04263565891473
364,23.51421188630491,3683.68,22.103359173126613
365,23.578811369509044,3693.7999999999997,22.1640826873385
366,23.643410852713178,3703.9199999999996,22.224806201550386
367,23.70801033591731,3714.0399999999995,22.285529715762273
368,23.772609819121445,3724.16,22.346253229974156
369,23.83720930232558,3734.2799999999997,22.406976744186043
370,23.901808785529717,3744.3999999999996,22.467700258397933
371,23.96640826873385,3754.5199999999995,22.52842377260982
372,24.031007751937985,3764.64,22.589147286821703
373,24.09560723514212,3774.7599999999998,22.64987080103359
374,24.160206718346252,3784.8799999999997,22.710594315245476
375,24.224806201550386,3794.9999999999995,22.771317829457363
376,24.28940568475452,3805.12,22.832041343669246
377,24.354005167958654,3815.24,22.892764857881133
378,24.41860465116279,3825.3599999999997,22.953488372093023
379,24.483204134366925,3835.4799999999996,23.01421188630491
380,24.54780361757106,3845.6,23.074935400516793
381,24.612403100775193,3855.72,23.13565891472868
382,24.677002583979327,3865.8399999999997,23.196382428940566
383,24.74160206718346,3875.9599999999996,23.257105943152453
384,24.806201550387595,3886.08,23.317829457364336
385,24.870801033591732,3896.2,23.378552971576227
386,24.935400516795866,3906.3199999999997,23.439276485788113
387,25.0,3916.4399999999996,23.5
388,25.064599483204134,3926.5599999999995,23.560723514211883
389,25.129198966408268,3936.68,23.62144702842377
390,25.1937984496124,3946.7999999999997,23.682170542635657
391,25.258397932816536,3956.9199999999996,23.742894056847543
392,25.32299741602067,3967.0399999999995,23.803617571059426
393,25.387596899224807,3977.16,23.864341085271317
394,25.45219638242894,3987.2799999999997,23.925064599483203
395,25.516795865633075,3997.3999999999996,23.98578811369509
396,25.58139534883721,4007.5199999999995,24.046511627906973
